M7V54_RS00795	Rv0148	100.000	100	861	0.0	1591
M7V54_RS00800	Rv0149	100.000	100	969	0.0	1790
M7V54_RS00805	Rv0150c	100.000	100	288	3.83e-152	532
M7V54_RS00810	Rv0151c	100.000	100	1683	0.0	3109
M7V54_RS00815	Rv0152c	100.000	92	1522	0.0	2811
M7V54_RS00820	Rv0153c	100.000	100	831	0.0	1535
M7V54_RS00825	Rv0154c	100.000	100	1212	0.0	2239
M7V54_RS00835	Rv0155	100.000	100	1101	0.0	2034
M7V54_RS00840	Rv0156	100.000	100	333	4.32e-177	616
M7V54_RS00845	Rv0157	100.000	100	1428	0.0	2638
M7V54_RS00850	Rv0157A	100.000	100	129	3.82e-64	239
M7V54_RS00855	Rv0158	100.000	100	645	0.0	1192
M7V54_RS00860	Rv0159c	100.000	100	1407	0.0	2599
M7V54_RS00865	Rv0160c	100.000	100	1509	0.0	2787
M7V54_RS00870	Rv0161	100.000	100	1350	0.0	2494
M7V54_RS00875	Rv0162c	100.000	100	1119	0.0	2067
M7V54_RS00880	Rv0163	100.000	100	456	0.0	843
M7V54_RS00885	Rv0164	100.000	100	441	0.0	815
M7V54_RS00890	Rv0165c	100.000	97	672	0.0	1242
M7V54_RS00895	Rv0166	100.000	100	1665	0.0	3075
M7V54_RS00900	Rv0167	100.000	100	798	0.0	1474
M7V54_RS00905	Rv0168	100.000	100	870	0.0	1607
M7V54_RS00910	Rv0169	100.000	100	1365	0.0	2521
M7V54_RS00915	Rv0170	100.000	100	1041	0.0	1923
M7V54_RS00920	Rv0171	100.000	100	1548	0.0	2859
M7V54_RS00925	Rv0172	100.000	100	1593	0.0	2942
M7V54_RS00930	Rv0173	100.000	100	1173	0.0	2167
M7V54_RS00935	Rv0174	100.000	100	1548	0.0	2859
M7V54_RS00940	Rv0175	100.000	100	642	0.0	1186
M7V54_RS00945	Rv0176	100.000	100	969	0.0	1790
M7V54_RS00950	Rv0177	100.000	100	555	0.0	1026
M7V54_RS00955	Rv0178	100.000	100	735	0.0	1358
M7V54_RS00960	Rv0179c	100.000	100	1110	0.0	2050
M7V54_RS00965	Rv0180c	100.000	100	1359	0.0	2510
M7V54_RS00970	Rv0181c	100.000	100	735	0.0	1358
M7V54_RS00975	Rv0182c	100.000	100	1113	0.0	2056
M7V54_RS00980	Rv0183	100.000	100	840	0.0	1552
M7V54_RS00985	Rv0184	100.000	100	750	0.0	1386
M7V54_RS00990	Rv0185	100.000	100	510	0.0	942
M7V54_RS00995	Rv0186	100.000	100	2076	0.0	3834
M7V54_RS01000	Rv0186A	100.000	100	162	2.25e-82	300
M7V54_RS01005	Rv0187	100.000	100	663	0.0	1225
M7V54_RS01010	Rv0188	100.000	100	432	0.0	798
M7V54_RS01015	Rv0189c	100.000	100	1728	0.0	3192
M7V54_RS01020	Rv0190	100.000	100	291	8.33e-154	538
M7V54_RS01025	Rv0191	100.000	100	1242	0.0	2294
M7V54_RS01030	Rv0192	100.000	100	1101	0.0	2034
M7V54_RS01035	Rv0193c	100.000	100	1848	0.0	3413
M7V54_RS01040	Rv0194	100.000	100	3585	0.0	6621
M7V54_RS01045	Rv0195	100.000	100	636	0.0	1175
M7V54_RS01050	Rv0196	100.000	100	585	0.0	1081
M7V54_RS01055	Rv0197	100.000	99	2246	0.0	4148
M7V54_RS01060	Rv0198c	100.000	100	1992	0.0	3679
M7V54_RS01065	Rv0199	100.000	100	660	0.0	1219
M7V54_RS01070	Rv0200	100.000	100	690	0.0	1275
M7V54_RS01075	Rv0201c	100.000	100	504	0.0	931
M7V54_RS01080	Rv0202c	100.000	100	2901	0.0	5358
M7V54_RS01085	Rv0203	100.000	100	411	0.0	760
M7V54_RS01090	Rv0204c	100.000	100	1239	0.0	2289
M7V54_RS01095	Rv0205	100.000	100	1104	0.0	2039
M7V54_RS01100	Rv0206c	100.000	100	2835	0.0	5236
M7V54_RS01105	Rv0207c	100.000	100	729	0.0	1347
M7V54_RS01110	Rv0208c	100.000	100	792	0.0	1463
M7V54_RS01115	Rv0209	100.000	100	1086	0.0	2006
M7V54_RS01120	Rv0210	100.000	100	1479	0.0	2732
M7V54_RS01125	Rv0211	100.000	100	1821	0.0	3363
M7V54_RS01130	Rv0212c	100.000	100	972	0.0	1796
M7V54_RS01135	Rv0213c	100.000	92	1314	0.0	2427
M7V54_RS01140	Rv0214	100.000	100	1518	0.0	2804
M7V54_RS01145	Rv0215c	100.000	100	1108	0.0	2047
M7V54_RS01150	Rv0216	100.000	100	1014	0.0	1873
M7V54_RS01155	Rv0217c	100.000	100	909	0.0	1679
M7V54_RS01160	Rv0218	100.000	100	1329	0.0	2455
M7V54_RS01165	Rv0219	100.000	100	549	0.0	1014
M7V54_RS01170	Rv0220	100.000	100	1212	0.0	2239
M7V54_RS01175	Rv0221	100.000	100	1410	0.0	2604
M7V54_RS01180	Rv0222	100.000	100	789	0.0	1458
M7V54_RS01185	Rv0223c	100.000	100	1464	0.0	2704
M7V54_RS01190	Rv0224c	100.000	100	765	0.0	1413
M7V54_RS01195	Rv0225	100.000	100	1155	0.0	2134
M7V54_RS01200	Rv0226c	100.000	100	1731	0.0	3197
M7V54_RS01205	Rv0227c	100.000	99	1266	0.0	2338
M7V54_RS01210	Rv0228	100.000	100	1224	0.0	2261
M7V54_RS01215	Rv0229c	100.000	100	414	0.0	765
M7V54_RS01220	Rv0229c	100.000	100	195	1.26e-100	361
M7V54_RS01225	Rv0230c	100.000	100	981	0.0	1812
M7V54_RS01230	Rv0231	100.000	100	1707	0.0	3153
M7V54_RS01235	Rv0232	100.000	100	690	0.0	1275
M7V54_RS01240	Rv0233	100.000	100	945	0.0	1746
M7V54_RS01245	Rv0234c	100.000	100	1374	0.0	2538
M7V54_RS01250	Rv0235c	100.000	100	1449	0.0	2676
M7V54_RS01255	Rv0236c	100.000	100	4203	0.0	7762
M7V54_RS01260	Rv0236A	100.000	100	174	5.21e-89	322
M7V54_RS01265	Rv0237	100.000	100	1167	0.0	2156
M7V54_RS01270	Rv0238	100.000	100	615	0.0	1136
M7V54_RS01275	Rv0239	100.000	100	234	3.19e-122	433
M7V54_RS01280	Rv0240	100.000	100	438	0.0	809
M7V54_RS01285	Rv0241c	100.000	100	843	0.0	1557
M7V54_RS01290	Rv0242c	100.000	100	1365	0.0	2521
M7V54_RS01295	Rv0243	100.000	100	1323	0.0	2444
M7V54_RS01300	Rv0244c	100.000	100	1836	0.0	3391
M7V54_RS01305	Rv0245	100.000	100	489	0.0	904
M7V54_RS01310	Rv0246	100.000	100	1311	0.0	2422
M7V54_RS01315	Rv0247c	100.000	100	747	0.0	1380
M7V54_RS01320	Rv0248c	100.000	100	1941	0.0	3585
M7V54_RS01325	Rv0249c	100.000	100	822	0.0	1519
M7V54_RS01330	Rv0250c	100.000	100	294	1.81e-155	544
M7V54_RS01335	Rv0251c	100.000	100	480	0.0	887
M7V54_RS01340	Rv0252	100.000	100	2562	0.0	4732
M7V54_RS01345	Rv0253	100.000	100	357	0.0	660
M7V54_RS01350	Rv0254c	100.000	100	525	0.0	970
M7V54_RS01355	Rv0255c	100.000	100	1485	0.0	2743
M7V54_RS01360	Rv0256c	100.000	100	1671	0.0	3086
M7V54_RS01370	Rv0258c	100.000	100	456	0.0	843
M7V54_RS01375	Rv0259c	100.000	100	744	0.0	1375
M7V54_RS01380	Rv0260c	100.000	100	1146	0.0	2117
M7V54_RS01385	Rv0261c	100.000	100	1410	0.0	2604
M7V54_RS01390	Rv0262c	100.000	100	546	0.0	1009
M7V54_RS01395	Rv0263c	100.000	100	903	0.0	1668
M7V54_RS01400	Rv0264c	100.000	100	633	0.0	1170
M7V54_RS01405	Rv0265c	100.000	100	993	0.0	1834
M7V54_RS01410	Rv0266c	100.000	100	3630	0.0	6704
M7V54_RS01415	Rv0267	100.000	100	1392	0.0	2571
M7V54_RS01420	Rv0268c	100.000	100	258	1.62e-135	477
M7V54_RS01425	Rv0268c	100.000	100	126	1.73e-62	233
M7V54_RS01430	Rv0269c	100.000	100	1194	0.0	2206
M7V54_RS01435	Rv0270	100.000	100	1683	0.0	3109
M7V54_RS01440	Rv0271c	100.000	100	2196	0.0	4056
M7V54_RS01445	Rv0272c	100.000	100	1134	0.0	2095
M7V54_RS01450	Rv0273c	100.000	100	621	0.0	1147
M7V54_RS01455	Rv0274	100.000	100	582	0.0	1075
M7V54_RS01460	Rv0275c	100.000	100	726	0.0	1341
M7V54_RS01465	Rv0276	100.000	100	921	0.0	1701
M7V54_RS01470	Rv0277c	100.000	100	429	0.0	793
M7V54_RS01470	Rv0749	93.473	100	429	0.0	638
M7V54_RS01475	Rv0277A	100.000	100	258	1.62e-135	477
M7V54_RS01475	Rv0748	90.234	99	256	1.03e-92	335
M7V54_RS01480	Rv0278c	99.965	100	2874	0.0	5302
M7V54_RS01485	Rv0279c	99.324	100	2515	0.0	4549
M7V54_RS01490	Rv0280	100.000	100	1611	0.0	2976
M7V54_RS01495	Rv0281	100.000	100	909	0.0	1679
M7V54_RS01500	Rv0282	100.000	100	1863	0.0	3441
M7V54_RS01505	Rv0283	100.000	100	1617	0.0	2987
M7V54_RS01510	Rv0284	100.000	100	3993	0.0	7374
M7V54_RS01515	Rv0285	100.000	100	309	8.76e-164	571
M7V54_RS01520	Rv0286	100.000	100	1542	0.0	2848
M7V54_RS01525	Rv0287	100.000	100	294	1.81e-155	544
M7V54_RS01530	Rv0288	100.000	100	291	8.33e-154	538
M7V54_RS01535	Rv0289	100.000	100	888	0.0	1640
M7V54_RS01540	Rv0290	100.000	100	1419	0.0	2621
M7V54_RS01545	Rv0291	100.000	100	1386	0.0	2560
M7V54_RS01550	Rv0292	100.000	100	996	0.0	1840
M7V54_RS01555	Rv0293c	100.000	100	1203	0.0	2222
M7V54_RS01560	Rv0294	100.000	100	786	0.0	1452
M7V54_RS01565	Rv0295c	100.000	100	804	0.0	1485
M7V54_RS01570	Rv0296c	100.000	100	1398	0.0	2582
M7V54_RS01575	Rv0297	100.000	100	1776	0.0	3280
M7V54_RS01580	Rv0298	100.000	100	228	6.71e-119	422
M7V54_RS01585	Rv0299	100.000	100	303	1.86e-160	560
M7V54_RS01590	Rv0300	100.000	100	222	1.41e-115	411
M7V54_RS01595	Rv0301	100.000	100	426	0.0	787
M7V54_RS01600	Rv0302	100.000	100	633	0.0	1170
M7V54_RS01605	Rv0303	100.000	100	909	0.0	1679
M7V54_RS01630	Rv0306	100.000	100	672	0.0	1242
M7V54_RS01635	Rv0307c	100.000	100	483	0.0	893
M7V54_RS01640	Rv0308	100.000	100	717	0.0	1325
M7V54_RS01645	Rv0309	100.000	100	657	0.0	1214
M7V54_RS01650	Rv0310c	100.000	100	492	0.0	909
M7V54_RS01655	Rv0311	100.000	100	1230	0.0	2272
M7V54_RS01660	Rv0312	100.000	100	1863	0.0	3441
M7V54_RS01665	Rv0313	100.000	100	387	0.0	715
M7V54_RS01670	Rv0314c	100.000	100	636	0.0	1175
M7V54_RS01675	Rv0315	100.000	100	885	0.0	1635
M7V54_RS01680	Rv0316	100.000	100	615	0.0	1136
M7V54_RS01685	Rv0317c	100.000	100	771	0.0	1424
M7V54_RS01690	Rvnt04	100.000	100	71	3.19e-32	132
M7V54_RS01695	Rv0318c	100.000	100	795	0.0	1469
M7V54_RS01700	Rv0319	100.000	100	669	0.0	1236
M7V54_RS01705	Rv0320	100.000	100	663	0.0	1225
M7V54_RS01710	Rv0321	100.000	100	573	0.0	1059
M7V54_RS01715	Rv0322	100.000	100	1332	0.0	2460
M7V54_RS01720	Rv0323c	99.851	100	672	0.0	1236
M7V54_RS01725	Rv0324	100.000	100	681	0.0	1258
M7V54_RS01740	Rv0327c	100.000	100	1350	0.0	2494
M7V54_RS01745	Rv0328	100.000	100	603	0.0	1114
M7V54_RS01750	Rv0329c	100.000	100	627	0.0	1158
M7V54_RS01755	Rv0330c	100.000	100	741	0.0	1369
M7V54_RS01760	Rv0331	100.000	100	1167	0.0	2156
M7V54_RS01765	Rv0332	100.000	100	756	0.0	1397
M7V54_RS01770	Rv0333	100.000	100	375	0.0	693
M7V54_RS01775	Rv0334	100.000	100	867	0.0	1602
M7V54_RS20780	Rv0335c	100.000	100	453	0.0	837
M7V54_RS20890	Rv0335c	100.000	97	114	7.49e-56	211
M7V54_RS01785	Rv0336	100.000	98	1512	0.0	2793
M7V54_RS01785	Rv0515	99.934	98	1510	0.0	2784
M7V54_RS01790	Rv0337c	100.000	100	1290	0.0	2383
M7V54_RS01795	Rv0338c	100.000	100	2649	0.0	4892
M7V54_RS01800	Rv0339c	100.000	100	2499	0.0	4615
M7V54_RS01805	Rv0340	100.000	100	540	0.0	998
M7V54_RS01810	Rv0341	100.000	100	1440	0.0	2660
M7V54_RS01815	Rv0342	100.000	100	1854	0.0	3424
M7V54_RS01820	Rv0343	100.000	100	1482	0.0	2737
M7V54_RS01825	Rv0344c	100.000	100	561	0.0	1037
M7V54_RS01835	Rv0346c	100.000	100	1464	0.0	2704
M7V54_RS01840	Rv0347	100.000	100	813	0.0	1502
M7V54_RS01845	Rv0348	100.000	100	654	0.0	1208
M7V54_RS01855	Rv0349	100.000	100	543	0.0	1003
M7V54_RS01860	Rv0350	100.000	100	1878	0.0	3469
M7V54_RS01865	Rv0351	100.000	100	708	0.0	1308
M7V54_RS01870	Rv0352	100.000	100	1188	0.0	2194
M7V54_RS01875	Rv0353	100.000	100	381	0.0	704
M7V54_RS01885	Rv0355c	100.000	100	9903	0.0	18288
M7V54_RS01890	Rv0356c	100.000	100	645	0.0	1192
M7V54_RS01895	Rv0357c	100.000	100	1299	0.0	2399
M7V54_RS01900	Rv0358	100.000	100	648	0.0	1197
M7V54_RS01905	Rv0359	100.000	100	780	0.0	1441
M7V54_RS01910	Rv0360c	100.000	100	414	0.0	765
M7V54_RS01915	Rv0361	100.000	100	828	0.0	1530
M7V54_RS01920	Rv0362	100.000	100	1383	0.0	2555
M7V54_RS01925	Rv0363c	100.000	100	1035	0.0	1912
M7V54_RS01930	Rv0364	100.000	100	684	0.0	1264
M7V54_RS01935	Rv0365c	100.000	100	1131	0.0	2089
M7V54_RS01940	Rv0366c	100.000	100	594	0.0	1098
M7V54_RS01945	Rv0367c	100.000	100	390	0.0	721
M7V54_RS01950	Rv0368c	100.000	100	1212	0.0	2239
M7V54_RS01960	Rv0370c	100.000	100	897	0.0	1657
M7V54_RS01965	Rv0371c	100.000	100	594	0.0	1098
M7V54_RS01970	Rv0372c	100.000	100	756	0.0	1397
M7V54_RS01975	Rv0373c	100.000	100	2400	0.0	4433
M7V54_RS01980	Rv0374c	100.000	100	480	0.0	887
M7V54_RS01985	Rv0375c	100.000	95	861	0.0	1591
M7V54_RS01990	Rv0376c	100.000	98	1143	0.0	2111
M7V54_RS01995	Rv0377	100.000	100	966	0.0	1784
M7V54_RS02000	Rv0378	100.000	100	222	1.41e-115	411
M7V54_RS02005	Rv0379	100.000	100	216	2.96e-112	399
M7V54_RS02015	Rv0381c	100.000	100	909	0.0	1679
M7V54_RS02020	Rv0382c	100.000	100	540	0.0	998
M7V54_RS02025	Rv0383c	100.000	100	855	0.0	1580
M7V54_RS02030	Rv0384c	100.000	100	2547	0.0	4704
M7V54_RS02035	Rv0385	100.000	100	1173	0.0	2167
M7V54_RS02040	Rv0386	100.000	100	3258	0.0	6017
M7V54_RS02045	Rv0387c	99.174	100	1332	0.0	2398
M7V54_RS02050	Rv0389	100.000	100	1260	0.0	2327
M7V54_RS02055	Rv0390	100.000	100	423	0.0	782
M7V54_RS02060	Rv0391	100.000	100	1221	0.0	2255
M7V54_RS02065	Rv0392c	100.000	100	1413	0.0	2610
M7V54_RS02070	Rv0393	100.000	100	1193	0.0	2204
M7V54_RS02075	Rv0394c	100.000	100	720	0.0	1330
M7V54_RS02080	Rv0395	100.000	100	405	0.0	749
M7V54_RS02085	Rv0396	100.000	100	393	0.0	726
M7V54_RS02090	Rv0397	100.000	100	369	0.0	682
M7V54_RS02090	Rv0393	91.185	98	363	1.83e-136	481
M7V54_RS02095	Rv0397A	100.000	100	249	1.57e-130	460
M7V54_RS02100	Rv0398c	100.000	100	642	0.0	1186
M7V54_RS02105	Rv0399c	100.000	100	1230	0.0	2272
M7V54_RS02110	Rv0400c	100.000	100	1188	0.0	2194
M7V54_RS02115	Rv0401	100.000	100	372	0.0	688
M7V54_RS02120	Rv0402c	100.000	100	2877	0.0	5313
M7V54_RS02125	Rv0403c	100.000	100	429	0.0	793
M7V54_RS02130	Rv0404	100.000	100	1758	0.0	3247
M7V54_RS02135	Rv0405	100.000	100	4209	0.0	7773
M7V54_RS02140	Rv0406c	100.000	100	759	0.0	1402
M7V54_RS02145	Rv0407	100.000	100	1011	0.0	1868
M7V54_RS02150	Rv0408	100.000	100	2073	0.0	3829
M7V54_RS02155	Rv0409	100.000	100	1158	0.0	2139
M7V54_RS02160	Rv0410c	100.000	100	2253	0.0	4161
M7V54_RS02165	Rv0411c	100.000	100	987	0.0	1823
M7V54_RS02170	Rv0412c	100.000	100	1320	0.0	2438
M7V54_RS02175	Rv0413	100.000	100	621	0.0	1147
M7V54_RS02180	Rv0414c	100.000	100	669	0.0	1236
M7V54_RS02185	Rv0415	100.000	100	1023	0.0	1890
M7V54_RS02190	Rv0416	100.000	100	207	2.84e-107	383
M7V54_RS02195	Rv0417	100.000	100	759	0.0	1402
M7V54_RS02205	Rv0418	100.000	100	1503	0.0	2776
M7V54_RS02210	Rv0419	100.000	100	1497	0.0	2765
M7V54_RS02215	Rv0420c	100.000	100	342	0.0	632
M7V54_RS02220	Rv0421c	100.000	100	630	0.0	1164
M7V54_RS02225	Rv0422c	100.000	96	798	0.0	1474
M7V54_RS02230	Rv0423c	100.000	100	1644	0.0	3037
M7V54_RS02235	Rv0424c	100.000	100	276	1.71e-145	510
M7V54_RS20790	Rv0425c	100.000	100	4620	0.0	8532
M7V54_RS02250	Rv0426c	100.000	100	444	0.0	821
M7V54_RS02255	Rv0427c	100.000	100	807	0.0	1491
M7V54_RS02260	Rv0428c	100.000	100	909	0.0	1679
M7V54_RS02265	Rv0429c	100.000	100	594	0.0	1098
M7V54_RS02270	Rv0430	100.000	100	309	8.76e-164	571
M7V54_RS02275	Rv0431	100.000	100	474	0.0	876
M7V54_RS02280	Rv0432	100.000	100	723	0.0	1336
